etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_08,24,"[515.3294677734375, 87.21493530273438, 1.5601855516433716]","[545.8088989257812, 114.78577423095703, 0.23232965171337128]","[525.4893188476562, 115.98450469970703, 0.2768859565258026]","[560.749755859375, 153.74456787109375, 0.48192620277404785]","[526.6845703125, 157.94012451171875, 0.2357751429080963]","[568.51904296875, 196.29954528808594, 0.5037665367126465]","[502.1814880371094, 181.91477966308594, 0.3141799867153168]","[542.8206787109375, 196.29954528808594, 0.1349288672208786]","[528.4774780273438, 195.100830078125, 0.1274118572473526]","[521.3058471679688, 249.0437774658203, 0.2511579394340515]","[539.8325805664062, 252.6399688720703, 0.21252529323101044]","[538.0396118164062, 311.9772033691406, 0.1366625875234604]","[549.3947143554688, 310.7784729003906, 0.1333986073732376]","[535.6491088867188, 115.38513946533203]","[535.6490478515625, 195.7001953125]"
subject_08,25,"[509.2348327636719, 89.66864013671875, 1.4977771043777466]","[540.99658203125, 116.61734771728516, 0.22069065272808075]","[518.2239990234375, 118.41393280029297, 0.2994457185268402]","[557.1771240234375, 155.54327392578125, 0.5147976279258728]","[520.6211547851562, 157.33985900878906, 0.251573771238327]","[566.166259765625, 196.86463928222656, 0.6455584764480591]","[494.8521423339844, 180.0965576171875, 0.3818974494934082]","[537.40087890625, 195.0680694580078, 0.17642247676849365]","[522.4189453125, 193.27149963378906, 0.14323022961616516]","[511.6319580078125, 249.56436157226562, 0.4470314681529999]","[537.40087890625, 254.35523986816406, 0.35915279388427734]","[516.4261474609375, 308.8515625, 0.2128356695175171]","[548.1879272460938, 310.0492858886719, 0.29045534133911133]","[529.6102905273438, 117.51564025878906]","[529.909912109375, 194.16978454589844]"
subject_08,26,"[502.5130920410156, 88.22613525390625, 1.3178269863128662]","[534.2820434570312, 116.97437286376953, 0.2693502604961395]","[513.3025512695312, 119.37006378173828, 0.2741180658340454]","[551.6650390625, 154.70645141601562, 0.6123764514923096]","[513.3025512695312, 158.29998779296875, 0.3204787075519562]","[563.6532592773438, 199.0266876220703, 0.6083618998527527]","[487.52777099609375, 179.26223754882812, 0.36460745334625244]","[531.284912109375, 197.2299041748047, 0.1652553528547287]","[518.697265625, 193.03744506835938, 0.13898511230945587]","[504.9107666015625, 250.53395080566406, 0.45642974972724915]","[534.8814086914062, 255.92425537109375, 0.2727985084056854]","[495.32012939453125, 313.42071533203125, 0.2776218056678772]","[548.0685424804688, 311.6239929199219, 0.27946752309799194]","[523.7922973632812, 118.1722183227539]","[524.9910888671875, 195.1336669921875]"
subject_08,27,"[496.4938049316406, 89.95484924316406, 1.850644588470459]","[527.5430908203125, 118.15464782714844, 0.3432128429412842]","[507.8387145996094, 118.75464630126953, 0.37299594283103943]","[546.6503295898438, 155.95437622070312, 0.8097065687179565]","[508.4358215332031, 156.55438232421875, 0.38174641132354736]","[557.9952392578125, 196.75408935546875, 0.7011210322380066]","[480.3720397949219, 179.35418701171875, 0.47836747765541077]","[525.7517700195312, 199.154052734375, 0.20492768287658691]","[513.212646484375, 197.3540802001953, 0.12406619638204575]","[498.8822021484375, 253.753662109375, 0.40126681327819824]","[531.7227783203125, 256.1536560058594, 0.3031131625175476]","[480.3720397949219, 311.9532165527344, 0.31769922375679016]","[547.8445434570312, 310.75323486328125, 0.2815910577774048]","[517.69091796875, 118.45465087890625]","[519.482177734375, 198.25405883789062]"
subject_08,28,"[476.7454528808594, 92.93859100341797, 3.3517963886260986]","[507.9139404296875, 123.5213623046875, 0.2976010739803314]","[488.73333740234375, 124.7206802368164, 0.4007778465747833]","[524.6969604492188, 159.5010986328125, 0.5697845816612244]","[488.73333740234375, 162.4993896484375, 0.42963746190071106]","[538.4830322265625, 205.67506408691406, 0.951802670955658]","[462.3599853515625, 182.28823852539062, 0.6029314398765564]","[506.11578369140625, 202.67674255371094, 0.18276529014110565]","[494.1278991699219, 200.27809143066406, 0.11196060478687286]","[477.3448486328125, 257.2460021972656, 0.45687875151634216]","[519.9017944335938, 259.04498291015625, 0.39521870017051697]","[452.7696838378906, 317.21221923828125, 0.3510594069957733]","[546.2752075195312, 308.21728515625, 0.5005977749824524]","[498.3236389160156, 124.12101745605469]","[500.121826171875, 201.4774169921875]"
subject_08,29,"[464.2210388183594, 91.80239868164062, 2.693842887878418]","[493.5993347167969, 121.79678344726562, 0.30079713463783264]","[475.0130615234375, 124.19633483886719, 0.2688664197921753]","[506.78955078125, 161.38934326171875, 0.7070961594581604]","[473.81396484375, 166.1884765625, 0.30757850408554077]","[515.782958984375, 206.3809356689453, 0.7889595627784729]","[448.03302001953125, 190.1839599609375, 0.6061182618141174]","[490.6015319824219, 201.5818328857422, 0.18009819090366364]","[479.2099609375, 200.38204956054688, 0.09215781092643738]","[461.82281494140625, 257.3713684082031, 0.44689562916755676]","[501.99310302734375, 259.1710205078125, 0.4533250629901886]","[448.03302001953125, 319.1597900390625, 0.386196106672287]","[537.966552734375, 300.5632629394531, 0.41780972480773926]","[484.30621337890625, 122.9965591430664]","[484.90576171875, 200.98193359375]"
subject_08,30,"[457.83953857421875, 90.940185546875, 1.8182610273361206]","[486.55120849609375, 120.29546356201172, 0.38332873582839966]","[469.8027038574219, 120.89454650878906, 0.28725528717041016]","[495.5235900878906, 162.2315673828125, 0.5698307752609253]","[468.6064147949219, 167.02426147460938, 0.2984825372695923]","[502.1033630371094, 209.55943298339844, 0.6833067536354065]","[444.67999267578125, 192.1859130859375, 0.9435733556747437]","[479.9714660644531, 201.17222595214844, 0.1564279943704605]","[473.9898376464844, 201.17222595214844, 0.06991521269083023]","[455.4468994140625, 257.4864196777344, 0.40138667821884155]","[488.345703125, 258.08551025390625, 0.43502411246299744]","[447.0726623535156, 319.7914733886719, 0.35524049401283264]","[531.4132080078125, 296.42706298828125, 0.3659629225730896]","[478.17694091796875, 120.59500122070312]","[476.98065185546875, 201.17222595214844]"
subject_08,31,"[451.265380859375, 89.48800659179688, 1.442064642906189]","[480.03594970703125, 119.4716567993164, 0.3428891599178314]","[462.0543518066406, 119.4716567993164, 0.2890218496322632]","[486.62921142578125, 163.24777221679688, 0.4281071424484253]","[460.2561950683594, 166.24615478515625, 0.34996315836906433]","[487.82794189453125, 209.42259216308594, 0.5482755899429321]","[442.87396240234375, 192.03207397460938, 0.704301118850708]","[471.6445007324219, 200.427490234375, 0.1631859689950943]","[460.2561950683594, 198.02879333496094, 0.13464145362377167]","[451.86474609375, 257.99609375, 0.4928041696548462]","[475.2408752441406, 258.59576416015625, 0.6449235081672668]","[447.0696716308594, 320.362060546875, 0.35833805799484253]","[521.9930419921875, 292.1774597167969, 0.304490864276886]","[471.045166015625, 119.4716567993164]","[465.9503479003906, 199.2281494140625]"
subject_08,32,"[444.697021484375, 87.23409271240234, 0.8423653841018677]","[472.8406677246094, 118.38603973388672, 0.28011733293533325]","[457.8706359863281, 118.38603973388672, 0.22461578249931335]","[477.03228759765625, 165.1139678955078, 0.34373709559440613]","[458.46942138671875, 162.11859130859375, 0.17905983328819275]","[471.04425048828125, 208.84649658203125, 0.6901641488075256]","[442.3018493652344, 189.6760711669922, 0.3488755226135254]","[465.6550598144531, 200.45944213867188, 0.18057812750339508]","[453.6790466308594, 199.2612762451172, 0.13728435337543488]","[448.2898254394531, 256.7725830078125, 0.38203302025794983]","[462.0622253417969, 257.3716735839844, 0.2720412313938141]","[446.4934387207031, 319.0764465332031, 0.2696022689342499]","[509.36749267578125, 289.1226806640625, 0.26197999715805054]","[465.35565185546875, 118.38603973388672]","[459.66705322265625, 199.8603515625]"
subject_08,33,"[438.74212646484375, 86.96807098388672, 1.5622655153274536]","[465.09442138671875, 116.30963897705078, 0.20963233709335327]","[453.1161193847656, 116.30963897705078, 0.12483344972133636]","[466.8911437988281, 163.615478515625, 0.4111328721046448]","[451.3193359375, 160.02261352539062, 0.12948481738567352]","[456.7095947265625, 204.3343963623047, 0.5104172825813293]","[439.9399719238281, 192.3582305908203, 0.38538289070129395]","[463.8966064453125, 197.7475128173828, 0.090430848300457]","[448.3247985839844, 196.5498809814453, 0.08495796471834183]","[447.126953125, 257.6282958984375, 0.2367803007364273]","[453.7149963378906, 256.4306640625, 0.13585346937179565]","[447.126953125, 319.30548095703125, 0.21557267010211945]","[496.2380065917969, 288.76629638671875, 0.32957687973976135]","[459.10528564453125, 116.30963897705078]","[456.1107177734375, 197.14869689941406]"
subject_08,34,"[432.1227722167969, 85.67686462402344, 0.9995763897895813]","[457.20391845703125, 115.02546691894531, 0.18114981055259705]","[448.843505859375, 114.426513671875, 0.07061661034822464]","[457.20391845703125, 160.54574584960938, 0.3021128177642822]","[450.6350402832031, 159.34783935546875, 0.04860738292336464]","[439.8860168457031, 200.67547607421875, 0.3755722641944885]","[436.900146484375, 191.69119262695312, 0.06651671230792999]","[455.4123840332031, 197.6807098388672, 0.07336186617612839]","[448.2463684082031, 192.88909912109375, 0.04738060384988785]","[445.2605285644531, 257.5758361816406, 0.15030834078788757]","[438.691650390625, 255.1800079345703, 0.09128332883119583]","[446.454833984375, 319.86669921875, 0.22533415257930756]","[481.6878356933594, 290.51812744140625, 0.2730984687805176]","[453.0237121582031, 114.72599029541016]","[451.8293762207031, 195.284912109375]"
subject_08,35,"[425.5171813964844, 85.38821411132812, 1.077834963798523]","[450.10491943359375, 114.17027282714844, 0.14238710701465607]","[442.9085388183594, 114.76990509033203, 0.062168724834918976]","[448.3058166503906, 158.5426483154297, 0.30658549070358276]","[436.3117980957031, 162.74000549316406, 0.06352014094591141]","[424.3177795410156, 199.9168701171875, 0.29299694299697876]","[421.3193054199219, 202.31536865234375, 0.08326192945241928]","[450.10491943359375, 198.7176055908203, 0.07901331037282944]","[436.3117980957031, 196.31910705566406, 0.059823889285326004]","[445.9070129394531, 261.6783752441406, 0.22673872113227844]","[426.11688232421875, 252.68397521972656, 0.3149253726005554]","[447.1064147949219, 320.4417724609375, 0.20549771189689636]","[464.4977722167969, 294.6578369140625, 0.14721593260765076]","[446.5067138671875, 114.4700927734375]","[443.2083740234375, 197.5183563232422]"
subject_08,36,"[418.37957763671875, 85.63224792480469, 0.5526337027549744]","[444.66253662109375, 111.37908935546875, 0.14705051481723785]","[432.71575927734375, 115.57042694091797, 0.06759687513113022]","[439.8838195800781, 155.0888214111328, 0.24174150824546814]","[431.52105712890625, 159.2801513671875, 0.05235733091831207]","[411.808837890625, 194.00845336914062, 0.2898365557193756]","[408.8221740722656, 195.20596313476562, 0.1385052502155304]","[445.2598571777344, 199.39732360839844, 0.07793480157852173]","[427.3396911621094, 196.4034881591797, 0.0738026350736618]","[442.8704833984375, 258.6748962402344, 0.20375242829322815]","[415.3929138183594, 252.687255859375, 0.2925964593887329]","[447.64923095703125, 320.3475341796875, 0.15702751278877258]","[449.44122314453125, 294.6007080078125, 0.07843660563230515]","[438.68914794921875, 113.47476196289062]","[436.2997741699219, 197.90040588378906]"
subject_08,37,"[418.5542907714844, 85.53521728515625, 0.5723589062690735]","[444.1651611328125, 111.28671264648438, 0.13933663070201874]","[432.8487243652344, 115.47881317138672, 0.05763814598321915]","[439.9959411621094, 155.0043487548828, 0.21728336811065674]","[431.6575012207031, 158.5975799560547, 0.04931706562638283]","[412.5982666015625, 191.53553771972656, 0.26559293270111084]","[409.024658203125, 195.12876892089844, 0.1463094800710678]","[444.7607116699219, 199.3208770751953, 0.07607437670230865]","[428.0838928222656, 196.32652282714844, 0.07247160375118256]","[442.9739685058594, 258.60919189453125, 0.20282748341560364]","[415.5762634277344, 252.62046813964844, 0.2745065689086914]","[447.7387390136719, 320.2929992675781, 0.1572330743074417]","[449.5255432128906, 295.140380859375, 0.08132410794496536]","[438.5069580078125, 113.38276672363281]","[436.42230224609375, 197.82369995117188]"
subject_08,38,"[411.8389587402344, 84.89031982421875, 1.2986745834350586]","[436.2521057128906, 112.43549346923828, 0.1471329778432846]","[428.5113525390625, 114.83073425292969, 0.07017611712217331]","[430.2976379394531, 155.54971313476562, 0.36688292026519775]","[420.7705993652344, 163.93301391601562, 0.09755256772041321]","[396.9529113769531, 189.08297729492188, 0.23688137531280518]","[392.7848205566406, 193.27464294433594, 0.11968563497066498]","[439.22930908203125, 199.26272583007812, 0.08980180323123932]","[420.1751403808594, 199.26272583007812, 0.08111177384853363]","[440.420166015625, 258.54473876953125, 0.206213116645813]","[405.884521484375, 249.5626220703125, 0.31846898794174194]","[448.1609191894531, 320.2220458984375, 0.16972598433494568]","[433.2748718261719, 302.8565673828125, 0.10949061810970306]","[432.3817138671875, 113.63311767578125]","[429.70220947265625, 199.26272583007812]"
subject_08,39,"[404.75421142578125, 85.68717956542969, 0.803450345993042]","[431.11572265625, 114.46967315673828, 0.17582084238529205]","[421.5296936035156, 116.2685775756836, 0.11103952676057816]","[420.9305725097656, 157.0437774658203, 0.3128463923931122]","[413.1419677734375, 161.8408660888672, 0.04252675175666809]","[383.1856994628906, 185.82627868652344, 0.45588555932044983]","[380.7891845703125, 189.42410278320312, 0.0317593589425087]","[434.1113586425781, 200.217529296875, 0.10098499059677124]","[415.5384521484375, 200.217529296875, 0.07923609018325806]","[438.30523681640625, 258.3821716308594, 0.2002682238817215]","[396.366455078125, 249.3876190185547, 0.3714973032474518]","[447.2921142578125, 319.54498291015625, 0.18521647155284882]","[411.9436950683594, 307.55224609375, 0.23377695679664612]","[426.32269287109375, 115.36912536621094]","[424.82489013671875, 200.217529296875]"
subject_08,40,"[398.2259521484375, 84.9795150756836, 1.706048846244812]","[423.3155517578125, 114.91810607910156, 0.167052760720253]","[415.54974365234375, 117.9119644165039, 0.12028990685939789]","[410.770751953125, 158.62844848632812, 0.4863070547580719]","[401.8101806640625, 163.41864013671875, 0.05888509750366211]","[371.94158935546875, 182.57931518554688, 0.6461421847343445]","[369.5521240234375, 183.77687072753906, 0.04111891984939575]","[428.0945129394531, 201.74000549316406, 0.1064893826842308]","[408.9786376953125, 201.14125061035156, 0.11625193059444427]","[435.8603210449219, 257.42578125, 0.31660792231559753]","[388.0706481933594, 249.04298400878906, 0.4159645736217499]","[447.2104187011719, 318.50054931640625, 0.23953568935394287]","[394.6416931152344, 310.11773681640625, 0.27154430747032166]","[419.4326477050781, 116.4150390625]","[418.53656005859375, 201.4406280517578]"
subject_08,41,"[383.40081787109375, 87.82752227783203, 1.1285897493362427]","[408.48846435546875, 115.97489166259766, 0.23574525117874146]","[412.0724182128906, 113.57935333251953, 0.1204284131526947]","[394.1526794433594, 159.09423828125, 0.5727952122688293]","[389.9714050292969, 160.89088439941406, 0.06745436787605286]","[353.5346374511719, 177.65951538085938, 1.0869470834732056]","[400.7232666015625, 187.24160766601562, 0.058081306517124176]","[415.05902099609375, 202.21359252929688, 0.14468969404697418]","[396.5419616699219, 201.61473083496094, 0.1741933673620224]","[430.5894470214844, 261.5027160644531, 0.400885671377182]","[375.6356201171875, 253.71728515625, 0.6022042632102966]","[446.71722412109375, 318.99517822265625, 0.292337030172348]","[357.1185607910156, 310.6108703613281, 0.46395382285118103]","[410.28045654296875, 114.7771224975586]","[405.80047607421875, 201.91415405273438]"
subject_08,42,"[375.92437744140625, 87.2380599975586, 1.757753849029541]","[402.2318420410156, 118.38462829589844, 0.2809391915798187]","[392.66546630859375, 119.58258056640625, 0.13720819354057312]","[384.892822265625, 162.10964965820312, 0.7113465666770935]","[381.305419921875, 162.10964965820312, 0.10349300503730774]","[345.4316101074219, 177.68292236328125, 1.1744740009307861]","[392.0675964355469, 189.66236877441406, 0.049399569630622864]","[410.0045166015625, 204.63670349121094, 0.17737513780593872]","[389.0780944824219, 202.83978271484375, 0.19868150353431702]","[427.3435363769531, 262.737060546875, 0.44046956300735474]","[368.7496032714844, 257.94525146484375, 0.4884783923625946]","[445.87835693359375, 320.2384338378906, 0.3628751337528229]","[343.0400085449219, 310.65484619140625, 0.4878973364830017]","[397.44866943359375, 118.98360443115234]","[399.54132080078125, 203.73825073242188]"
subject_08,43,"[368.8584289550781, 88.87496948242188, 1.0065953731536865]","[393.4237365722656, 120.0201187133789, 0.33197492361068726]","[386.8330383300781, 120.61906433105469, 0.18022294342517853]","[377.8457336425781, 163.14418029785156, 1.0121452808380127]","[374.8499755859375, 163.14418029785156, 0.10363242775201797]","[337.7024841308594, 180.51358032226562, 0.6759322881698608]","[334.70672607421875, 181.71148681640625, 0.048986516892910004]","[400.61358642578125, 205.6693115234375, 0.2064666748046875]","[381.440673828125, 205.0703582763672, 0.20545460283756256]","[420.98480224609375, 262.569091796875, 0.4212096035480499]","[361.6686096191406, 259.5743713378906, 0.4578903913497925]","[444.35174560546875, 315.875244140625, 0.38831645250320435]","[335.3058776855469, 311.6826171875, 0.4009341895580292]","[390.1283874511719, 120.31959533691406]","[391.0271301269531, 205.36984252929688]"
subject_08,44,"[361.0434875488281, 90.10636901855469, 1.0759409666061401]","[385.60107421875, 120.64321899414062, 0.34902143478393555]","[379.6114196777344, 120.64321899414062, 0.14514976739883423]","[369.42901611328125, 164.35281372070312, 0.942549467086792]","[365.835205078125, 163.75404357910156, 0.13552528619766235]","[331.6942138671875, 182.9144287109375, 1.2545549869537354]","[333.4910888671875, 182.315673828125, 0.051599230617284775]","[390.39276123046875, 205.66737365722656, 0.19464410841464996]","[371.8248596191406, 205.66737365722656, 0.17873860895633698]","[411.95550537109375, 260.7534484863281, 0.4552263021469116]","[353.2569580078125, 259.5559387207031, 0.5330817699432373]","[441.90374755859375, 312.845703125, 0.3396522104740143]","[331.0952453613281, 315.8395080566406, 0.4065568447113037]","[382.60626220703125, 120.64321899414062]","[381.10882568359375, 205.66737365722656]"
subject_08,45,"[352.0352783203125, 90.3811264038086, 1.278456687927246]","[377.7992858886719, 120.32293701171875, 0.2968813478946686]","[367.613525390625, 123.91595458984375, 0.23151186108589172]","[363.41937255859375, 165.83448791503906, 0.7210509181022644]","[358.6260681152344, 166.43331909179688, 0.1490592658519745]","[325.6720886230469, 186.7937469482422, 0.8156371116638184]","[328.0687255859375, 186.1949005126953, 0.06158734858036041]","[383.1917724609375, 205.35768127441406, 0.19427372515201569]","[364.0185241699219, 204.7588348388672, 0.20552310347557068]","[402.364990234375, 261.0494384765625, 0.4782712459564209]","[344.8453063964844, 257.4564208984375, 0.6619753837585449]","[439.5130920410156, 312.54931640625, 0.3663003742694855]","[328.6678771972656, 317.9388427734375, 0.43135789036750793]","[372.7064208984375, 122.11944580078125]","[373.60516357421875, 205.05825805664062]"
subject_08,46,"[352.110595703125, 89.9029541015625, 0.9283097386360168]","[376.7005920410156, 121.69241333007812, 0.3298317790031433]","[368.30401611328125, 122.89200592041016, 0.1913289874792099]","[363.5059509277344, 165.47787475585938, 0.9707316756248474]","[358.108154296875, 165.47787475585938, 0.10594797134399414]","[323.9220275878906, 188.8701171875, 0.9286501407623291]","[328.7200927734375, 185.87109375, 0.04065105691552162]","[382.098388671875, 205.06472778320312, 0.20031417906284332]","[363.5059509277344, 204.4649200439453, 0.18697692453861237]","[402.4901123046875, 261.4460144042969, 0.5074144005775452]","[344.9135437011719, 257.2474060058594, 0.6511518955230713]","[440.2747497558594, 313.6286926269531, 0.32183077931404114]","[328.7200927734375, 317.8273010253906, 0.39356306195259094]","[372.5023193359375, 122.29220581054688]","[372.80218505859375, 204.76483154296875]"
subject_08,47,"[344.42047119140625, 90.26004791259766, 1.3991729021072388]","[368.4072570800781, 119.63970184326172, 0.3417012393474579]","[358.81256103515625, 122.63761901855469, 0.16559521853923798]","[357.6131896972656, 166.4073028564453, 0.9506351351737976]","[352.2162170410156, 167.60647583007812, 0.10859619826078415]","[322.232666015625, 190.99026489257812, 0.7901744842529297]","[323.4320068359375, 190.99026489257812, 0.0582636222243309]","[372.00531005859375, 204.7807159423828, 0.16713522374629974]","[354.6148681640625, 204.7807159423828, 0.1769561618566513]","[388.7960510253906, 260.5420837402344, 0.558492124080658]","[336.0251159667969, 255.7454071044922, 0.6760764718055725]","[431.9723205566406, 304.311767578125, 0.3600270450115204]","[328.82904052734375, 317.50262451171875, 0.38912728428840637]","[363.60992431640625, 121.13865661621094]","[363.3100891113281, 204.7807159423828]"
subject_08,48,"[337.723388671875, 88.50454711914062, 1.3728431463241577]","[361.0270080566406, 120.30412292480469, 0.2683411240577698]","[353.2591552734375, 121.50411224365234, 0.15830998122692108]","[352.0640869140625, 164.7035369873047, 0.6929998993873596]","[343.69866943359375, 169.50347900390625, 0.1551538109779358]","[320.39501953125, 197.10311889648438, 0.9629294276237488]","[320.39501953125, 197.10311889648438, 0.23304978013038635]","[364.6122131347656, 204.30300903320312, 0.15501618385314941]","[347.88140869140625, 204.90301513671875, 0.15829187631607056]","[375.3677062988281, 260.7022705078125, 0.49824923276901245]","[330.55303955078125, 255.30235290527344, 0.6658041477203369]","[423.7676086425781, 301.5017395019531, 0.29104921221733093]","[328.1629333496094, 317.1015625, 0.4062789976596832]","[357.14306640625, 120.90411376953125]","[356.246826171875, 204.60301208496094]"
subject_08,49,"[330.283203125, 87.76451110839844, 0.7909252047538757]","[353.64788818359375, 119.49978637695312, 0.2591233253479004]","[348.2560729980469, 118.90100860595703, 0.14087755978107452]","[347.656982421875, 163.21063232421875, 0.7526324391365051]","[339.86871337890625, 168.59963989257812, 0.13319998979568481]","[320.6977233886719, 201.53248596191406, 0.6033198833465576]","[320.6977233886719, 202.7300262451172, 0.15573327243328094]","[354.8460998535156, 201.53248596191406, 0.13371023535728455]","[340.46783447265625, 201.53248596191406, 0.1166825070977211]","[362.63433837890625, 260.81158447265625, 0.579400360584259]","[327.28778076171875, 256.0213623046875, 0.5228213667869568]","[411.1609802246094, 295.5407409667969, 0.2726229727268219]","[328.4859313964844, 318.89312744140625, 0.3333519399166107]","[350.95196533203125, 119.20039367675781]","[347.656982421875, 201.53248596191406]"
subject_08,50,"[322.3892822265625, 85.78971099853516, 1.7129417657852173]","[345.1791076660156, 118.15576934814453, 0.2387370616197586]","[350.57672119140625, 113.36079406738281, 0.0815817341208458]","[342.1804504394531, 161.3105010986328, 0.5615834593772888]","[339.7815246582031, 163.1085968017578, 0.06691769510507584]","[322.3892822265625, 203.86585998535156, 0.9524535536766052]","[322.989013671875, 203.86585998535156, 0.09549778699874878]","[346.3785705566406, 199.67025756835938, 0.1424558162689209]","[335.5833740234375, 197.2727813720703, 0.10520331561565399]","[350.57672119140625, 259.6073913574219, 0.4015846252441406]","[324.1884765625, 256.01116943359375, 0.4654830992221832]","[400.3544921875, 293.7715759277344, 0.24287715554237366]","[327.1871337890625, 317.14703369140625, 0.38538333773612976]","[347.8779296875, 115.75828552246094]","[340.98095703125, 198.47152709960938]"
subject_08,51,"[315.995849609375, 84.3331298828125, 1.1516073942184448]","[339.9765319824219, 116.72721099853516, 0.20709021389484406]","[335.7799072265625, 113.7277603149414, 0.06976716220378876]","[336.97894287109375, 160.51922607421875, 0.4318941831588745]","[332.7823486328125, 161.71900939941406, 0.07346734404563904]","[325.588134765625, 203.11143493652344, 0.8258483409881592]","[323.7895812988281, 200.7118682861328, 0.03214132413268089]","[341.175537109375, 198.91220092773438, 0.11864888668060303]","[332.7823486328125, 197.71241760253906, 0.049697957932949066]","[337.5784606933594, 257.1015930175781, 0.2936328649520874]","[321.9910583496094, 257.1015930175781, 0.2999534010887146]","[388.537353515625, 297.29425048828125, 0.2296646237373352]","[327.3866882324219, 317.09063720703125, 0.3139874041080475]","[337.87823486328125, 115.22748565673828]","[336.97894287109375, 198.31231689453125]"
subject_08,52,"[309.7617492675781, 82.95260620117188, 0.790131151676178]","[333.0522155761719, 114.70125579833984, 0.21171386539936066]","[326.4831237792969, 114.70125579833984, 0.06683420389890671]","[334.2466125488281, 158.43051147460938, 0.47137629985809326]","[323.4971923828125, 163.82179260253906, 0.12053537368774414]","[328.2746887207031, 202.15977478027344, 0.565783679485321]","[312.7477111816406, 193.17431640625, 0.30276694893836975]","[325.28875732421875, 200.9617156982422, 0.09118585288524628]","[321.1083984375, 200.36268615722656, 0.11159860342741013]","[321.70556640625, 258.4687194824219, 0.14354586601257324]","[321.70556640625, 259.0677490234375, 0.17358916997909546]","[371.8697814941406, 298.0047607421875, 0.24687868356704712]","[328.2746887207031, 316.57470703125, 0.27081334590911865]","[329.7676696777344, 114.70125579833984]","[323.1985778808594, 200.66220092773438]"
subject_08,53,"[296.27264404296875, 82.65003204345703, 0.9556946754455566]","[319.4879455566406, 112.64624786376953, 0.1604623943567276]","[312.94000244140625, 112.64624786376953, 0.07714055478572845]","[326.03582763671875, 156.4407196044922, 0.35477057099342346]","[314.13055419921875, 161.2401123046875, 0.1338558942079544]","[329.0121765136719, 199.0353546142578, 0.46514469385147095]","[289.12945556640625, 185.83700561523438, 0.24151845276355743]","[315.9163513183594, 196.0357208251953, 0.1167580634355545]","[310.5589599609375, 196.0357208251953, 0.0453067347407341]","[304.6063232421875, 254.22837829589844, 0.11819972842931747]","[321.27374267578125, 254.22837829589844, 0.10682205855846405]","[333.7742919921875, 309.42144775390625, 0.1403299868106842]","[334.96478271484375, 305.2219543457031, 0.07513482868671417]","[316.2139892578125, 112.64624786376953]","[313.2376708984375, 196.0357208251953]"
subject_08,54,"[289.434326171875, 83.19883728027344, 0.5740633606910706]","[313.4238586425781, 111.36674499511719, 0.23765093088150024]","[307.42645263671875, 111.36674499511719, 0.1003141924738884]","[322.4198913574219, 155.71624755859375, 0.47933632135391235]","[310.4251403808594, 158.71282958984375, 0.09476925432682037]","[328.41729736328125, 196.46983337402344, 0.5531750321388245]","[284.6364440917969, 179.68894958496094, 0.19586318731307983]","[309.8254089355469, 195.87051391601562, 0.09302269667387009]","[319.4212341308594, 196.46983337402344, 0.10953370481729507]","[292.4330139160156, 252.80567932128906, 0.2870211601257324]","[319.4212341308594, 256.4015808105469, 0.316038578748703]","[322.4198913574219, 312.7374267578125, 0.10937386751174927]","[332.0157470703125, 316.33331298828125, 0.14599265158176422]","[310.4251708984375, 111.36674499511719]","[314.6233215332031, 196.170166015625]"
subject_08,55,"[289.3691711425781, 83.81024932861328, 0.5778841376304626]","[313.2446594238281, 111.37272644042969, 0.22208218276500702]","[307.27581787109375, 111.37272644042969, 0.0917905643582344]","[323.3917541503906, 155.11317443847656, 0.4584961533546448]","[309.663330078125, 157.50991821289062, 0.08433472365140915]","[328.76373291015625, 195.8577117919922, 0.4948415756225586]","[282.8034362792969, 180.27891540527344, 0.27956056594848633]","[311.4539794921875, 194.06016540527344, 0.09716369211673737]","[319.2135314941406, 195.25851440429688, 0.10356830060482025]","[293.5473937988281, 252.1810302734375, 0.3029734492301941]","[319.2135314941406, 255.776123046875, 0.29636213183403015]","[322.1979675292969, 314.4961853027344, 0.09994301199913025]","[331.1512756347656, 315.694580078125, 0.15315286815166473]","[310.26025390625, 111.37272644042969]","[315.333740234375, 194.65933227539062]"
subject_08,56,"[282.7334289550781, 82.833251953125, 0.6225891709327698]","[306.1223449707031, 112.79788970947266, 0.18851862847805023]","[309.72064208984375, 110.40071868896484, 0.07023836672306061]","[318.71636962890625, 154.14910888671875, 0.5014190077781677]","[304.3232116699219, 158.94342041015625, 0.10714823752641678]","[325.9129333496094, 193.70240783691406, 0.6053580641746521]","[274.9371337890625, 175.7236328125, 0.287008136510849]","[303.7234802246094, 199.09603881835938, 0.10645490139722824]","[313.91864013671875, 199.09603881835938, 0.1028476282954216]","[283.3331604003906, 253.0323944091797, 0.4245409071445465]","[317.51690673828125, 258.426025390625, 0.29920363426208496]","[300.72491455078125, 312.36236572265625, 0.20822004973888397]","[330.1109619140625, 316.55743408203125, 0.20103944838047028]","[307.9215087890625, 111.59930419921875]","[308.821044921875, 199.09603881835938]"
